//X;Y;Z;R;G;B;Scalar field;Illuminance (PCV)
-1.685657740;-2.307879686;17.117723465;147;157;192;0.479156;0.889831
-1.718430758;-3.935336590;18.283596039;143;154;172;0.553282;0.826271
-12.692487717;-2.803498507;11.963840485;72;78;92;0.276641;0.855932
-12.817605972;-7.219920635;14.260593414;97;117;128;0.195615;0.838983
-12.535614967;1.369741917;9.756788254;75;82;100;0.276641;0.851695
-10.882114410;4.137455463;15.203485489;81;79;66;0.391230;0.813559
-4.984733582;2.833969831;16.309764862;144;164;175;0.276641;0.779661
-4.301626205;2.444543362;16.933963776;158;161;176;0.195615;0.881356
-4.263822556;-5.760732651;14.569169044;121;133;171;0.648781;0.813559
-9.829263687;-1.835350990;20.302051544;128;139;184;1.369303;0.932203
-11.453697205;5.761819839;16.594036102;158;163;185;0.731924;0.902542
-13.022130966;-8.300017357;14.876641273;72;86;115;0.391230;0.822034
-12.991887093;3.470161915;15.480986595;140;151;173;0.586844;0.843220
-12.906751633;5.001806259;16.206472397;65;77;125;0.195615;0.847458
-7.389167309;-3.971148729;12.755678177;152;142;167;0.437408;0.881356
-12.150641441;0.399639130;9.662045479;40;38;87;0.391230;0.830508
-1.509862423;-6.855827332;19.329765320;167;167;203;0.586844;0.868644
-9.561227798;4.857319832;17.890138626;202;208;222;0.553282;0.881356
-12.758514404;-9.587779999;17.462951660;171;166;196;0.437408;0.923729
-10.618125916;-7.347755909;16.258985519;123;113;140;1.140620;0.906780
-15.169914246;-7.623386860;16.517105103;213;207;217;0.276641;0.889831
-16.836853027;-0.670527816;10.498573303;130;142;200;0.195615;0.868644
-14.849904060;1.618597984;12.921849251;113;116;171;0.391230;0.834746
-5.666290283;3.531995058;11.601425171;65;68;99;0.195615;0.915254
-8.727057457;6.283127308;16.986248016;142;153;157;0.276641;0.877119
-6.344834328;-0.387170315;15.225769043;125;125;133;0.338815;0.885593
-16.409585953;-0.891446590;10.137270927;79;73;77;0.276641;0.864407
-7.711086750;-4.805996418;11.442512512;188;189;210;0.276641;0.847458
-11.617199898;3.565010786;15.116609573;144;159;214;0.437408;0.851695
-18.379224777;1.439154863;20.807544708;163;169;195;0.705299;0.991525
-7.135435104;-7.077277660;12.378909111;56;61;55;0.276641;0.851695
-7.443068981;-2.637848139;9.830709457;168;174;200;0.195615;0.783898
-2.496453285;-8.057449341;12.374828339;134;123;166;0.195615;0.898305
-19.190366745;0.943127632;20.210803986;91;84;115;1.140620;0.944915
-9.193469048;-9.256705284;13.458416939;100;100;134;0.437408;0.843220
-3.578844547;3.504396915;10.934245110;85;84;118;0.338815;0.872881
-10.863750458;-8.932444572;13.660957336;138;143;173;0.391230;0.860169
-1.395241737;-4.387591362;17.998302460;133;130;157;0.276641;0.826271
-18.666072845;1.937943697;20.002248764;60;61;63;0.586844;0.889831
-10.385517120;-0.246171594;16.134849548;91;93;132;0.437408;0.932203
-8.085509300;-0.624452472;21.531135559;95;102;131;0.586844;0.957627
-6.144454956;-0.856384873;10.029136658;113;119;143;0.195615;0.877119
-11.406221390;5.717847347;14.885039330;59;58;76;0.195615;0.796610
-1.333133817;-4.810380459;19.122741699;142;151;180;0.731924;0.949153
-10.969541550;4.982163429;16.739425659;85;85;61;0.195615;0.864407
-7.280129433;1.992742419;21.625532150;97;107;160;1.157273;0.987288
-1.981375933;-8.574604034;13.722049713;152;150;187;0.195615;0.915254
-5.469041824;-0.375845432;20.655981064;121;133;181;0.586844;0.915254
-1.613429070;-4.019430161;18.429464340;173;185;207;0.705299;0.885593
-12.108421326;3.265871286;15.196304321;126;128;166;0.195615;0.834746
-6.229371071;1.326231480;18.890167236;140;159;173;0.829923;0.919492
-9.342382431;-1.346946836;20.399633408;90;101;147;0.997444;0.911017
-5.996773720;1.659245014;16.256353378;79;75;89;0.618588;0.847458
-8.292933464;1.562192917;20.518043518;61;65;77;0.479156;0.745763
-0.682833672;2.460598946;16.457605362;104;98;126;0.479156;0.864407
-5.487429619;-0.914839029;9.616092682;127;129;141;0.391230;0.851695
-7.678105354;1.676642537;21.153739929;77;82;114;0.782459;0.919492
-13.020448685;1.970947981;12.052783966;236;231;238;0.391230;0.822034
-7.652398109;-4.814782143;11.594291687;146;146;174;0.437408;0.877119
-2.439680576;-2.820656776;17.683710098;155;153;190;0.195615;0.851695
-3.622190952;-6.635580063;19.500280380;135;140;162;0.997444;0.966102
-2.013745308;-5.428826332;19.497030258;181;183;206;0.677629;0.966102
-3.421429634;-5.629127502;19.302616119;96;100;101;0.806540;0.961864
-1.960864305;-2.852024794;18.196105957;128;136;172;0.806540;0.936441
-1.451596260;-3.688213825;17.802482605;148;163;192;0.553282;0.877119
-12.030508995;-6.932072163;14.107230186;110;107;136;0.195615;0.885593
-18.150819778;1.969558716;20.381549835;75;66;71;0.195615;0.923729
-7.183775425;0.678332686;15.938337326;98;95;90;0.195615;0.851695
-6.065665722;-2.090471745;10.598876953;153;152;148;0.276641;0.855932
-13.578539848;-5.535720825;21.367656708;119;105;138;0.618588;0.957627
-2.619284868;-7.055023193;19.200216293;123;130;156;0.195615;0.927966
-12.122029305;4.334557533;15.868864059;55;72;118;0.276641;0.838983
-3.399382114;-0.133065224;15.741945267;108;109;129;0.437408;0.919492
-8.020393372;-3.724582672;10.836885452;53;54;74;0.195615;0.826271
-12.822997093;-1.199816585;13.377333641;75;88;130;0.276641;0.800847
-10.248335838;-3.729584694;9.710865021;2;0;1;0.195615;0.788136
-1.304069400;-3.470918655;17.113019943;127;135;158;0.276641;0.847458
-8.028711319;-6.508100510;12.929450035;157;162;182;0.437408;0.864407
-19.943893433;-0.283506393;12.351644516;92;91;125;0.195615;0.902542
-14.426861763;-10.674691200;17.517757416;156;166;193;0.195615;0.860169
-16.661548615;1.126024485;9.306992531;149;129;166;0.195615;0.792373
-4.104130745;1.734732151;17.115749359;184;190;206;0.437408;0.885593
-7.664083004;-5.856490135;11.622303009;63;55;52;0.195615;0.822034
-17.903556824;-0.077919960;19.386257172;169;174;193;0.874816;0.961864
-1.604453802;-6.481468201;19.249761581;93;95;116;0.677629;0.877119
-7.376991272;-7.347507477;14.847346306;187;186;218;0.677629;0.936441
-15.046693802;0.038517475;15.766689301;111;123;121;0.195615;0.877119
-7.111709595;-3.262910128;15.792866707;142;144;165;0.806540;0.855932
-10.800591469;5.045060158;20.236984253;129;136;162;1.205850;0.987288
-10.321811676;4.638997078;17.602155685;178;190;202;0.195615;0.877119
-8.245197296;2.596365929;20.334281921;145;168;222;0.276641;0.855932
-7.154706955;1.905558348;20.857389450;220;196;218;0.705299;0.906780
-19.047515869;0.948172569;12.437650681;123;126;167;0.553282;0.936441
-3.821564198;2.344122410;11.326934814;135;144;177;0.479156;0.923729
-2.665091515;-3.871216774;18.202383041;156;167;213;0.705299;0.855932
-11.059131622;2.074448347;9.440444946;113;121;132;0.195615;0.894068
-0.742943406;5.169560909;16.122741699;115;108;141;0.338815;0.792373
-6.738676548;2.297194004;14.853985786;137;154;210;0.195615;0.775424
-9.552080154;-0.988330483;20.469604492;110;123;158;0.829923;0.936441
-3.659788609;2.145340443;10.220399857;88;91;98;0.195615;0.877119
-1.157984853;-7.545285225;18.995857239;128;132;143;0.195615;0.843220
-11.743366241;5.530684471;15.378946304;74;99;140;0.195615;0.881356
-8.501522064;5.178426743;19.187870026;90;76;75;0.705299;0.906780
-9.732286453;-0.366831899;20.478527069;98;101;142;0.437408;0.855932
-4.741520882;-6.055265903;14.407542229;113;126;171;0.896420;0.838983
-10.293983459;-4.582640648;20.810533524;111;108;93;1.312224;0.936441
-12.683748245;-7.910929680;14.859317780;39;42;47;0.195615;0.800847
-13.439361572;3.027300358;17.686698914;144;152;173;0.276641;0.906780
-2.983531475;0.546189785;15.378504753;125;131;153;0.276641;0.872881
-4.462180138;-5.958801270;14.438632011;92;97;119;0.553282;0.860169
-10.841223717;-7.308442116;14.537451744;150;145;165;0.391230;0.843220
-6.579715252;-1.698638797;20.969835281;126;148;195;0.437408;0.889831
-4.669200897;0.871702433;16.195529938;131;140;145;0.276641;0.809322
-2.655472994;0.353204250;15.579485893;178;186;209;0.195615;0.817797
-14.857545853;2.437825680;13.120939255;41;37;36;0.195615;0.877119
-10.794356346;-4.679003239;13.309690475;70;81;77;0.705299;0.898305
-3.760685444;-3.587383032;17.874822617;217;222;241;0.479156;0.906780
-18.522994995;1.122210741;9.973348618;153;146;164;0.195615;0.906780
-13.345520973;2.997697830;11.626400948;228;232;243;0.276641;0.902542
-9.500818253;-5.626917839;20.446165085;127;130;139;1.383205;0.911017
-8.514857292;-0.632831573;15.342745781;217;220;227;0.806540;0.923729
-5.819368362;-3.353507996;12.604140282;142;136;172;0.276641;0.872881
-6.518074989;1.254328728;20.756002426;57;40;82;0.731924;0.923729
-8.917710304;1.484129667;20.742040634;121;131;166;0.391230;0.927966
-7.589927197;2.038146496;14.382472992;100;111;167;0.195615;0.775424
-2.696381330;-2.815116882;17.603986740;181;187;213;0.276641;0.868644
-11.138614655;2.636670589;17.554588318;144;167;209;0.276641;0.889831
-8.366466522;-1.265569687;10.218263626;119;122;131;0.195615;0.809322
-9.682047844;-5.870752335;13.719875336;83;82;114;0.479156;0.855932
-10.184513092;-3.895541906;9.684885025;40;42;37;0.195615;0.775424
-12.665571213;4.899318695;16.516880035;44;51;77;0.195615;0.894068
-1.299238920;2.729788542;17.165420532;116;112;135;0.276641;0.872881
-4.186318398;-4.784048080;17.778360367;165;168;201;0.195615;0.877119
-12.491151810;-6.482870102;21.636936188;142;147;169;0.997444;0.961864
-2.911841869;3.383403540;16.741071701;159;166;192;0.338815;0.843220
-10.922298431;-7.525453091;14.476369858;104;121;147;0.391230;0.796610
-15.632582664;-9.812823296;17.211866379;64;70;96;0.391230;0.877119
-0.518808246;4.546110630;16.286222458;120;127;145;0.195615;0.834746
-15.935699463;-2.372561455;16.230905533;84;85;106;0.553282;0.838983
-1.663783312;-3.609353304;14.233388901;135;138;179;0.195615;0.796610
-6.535122395;-4.090236664;13.160894394;55;52;59;0.437408;0.872881
-16.458908081;2.372898102;9.067787170;137;137;163;0.276641;0.822034
-19.057962418;0.529127121;18.766431808;110;115;155;0.586844;0.919492
-15.368649483;-2.323952675;16.989177704;187;179;200;0.437408;0.932203
-10.212981224;-4.753376484;10.960214615;47;47;75;0.338815;0.822034
-2.963781834;4.359449387;17.054449081;149;141;156;0.677629;0.864407
-8.037092209;-0.569348931;21.434228897;58;61;78;0.437408;0.932203
-12.328510284;-9.068417549;15.282017708;135;151;166;0.276641;0.830508
-14.137216568;-5.794656277;21.162670135;145;146;177;0.553282;0.949153
-11.192718506;-6.133863449;10.604240417;95;98;105;0.195615;0.771186
-13.873364449;0.829161644;12.937920570;120;122;170;0.618588;0.872881
-13.822773933;-7.296787739;16.753631592;34;47;91;0.479156;0.881356
-18.933216095;0.811961412;12.459786415;158;153;183;0.276641;0.885593
-2.939558506;3.607109070;17.027435303;81;72;101;0.586844;0.885593
-9.444763184;1.207807779;20.887901306;128;151;182;0.479156;0.953390
-12.716278076;-1.419423103;15.484415054;85;92;100;0.958313;0.830508
-11.948235512;5.031719208;15.626655579;50;49;93;0.437408;0.838983
-11.868420601;-2.370758533;11.990734100;252;242;232;0.195615;0.805085
-4.324899673;-0.576478958;15.911661148;184;189;218;0.195615;0.860169
-10.025553703;0.273308516;20.957963943;114;119;148;0.618588;0.953390
-8.092092514;-6.617113113;12.745293617;109;108;122;0.437408;0.885593
-8.369763374;1.926356554;20.704048157;131;149;199;0.479156;0.894068
-8.378909111;-0.194353580;21.377796173;149;165;216;0.195615;0.851695
-0.412151337;3.902040958;16.856298447;70;71;91;0.276641;0.881356
-11.230407715;-0.807976842;15.849241257;103;117;164;0.553282;0.911017
-2.997905970;-7.311831474;14.661834717;99;111;135;0.276641;0.851695
-7.276867390;-1.463397264;20.587465286;63;56;98;0.479156;0.889831
-5.524188995;1.188603878;16.213066101;190;194;223;0.479156;0.838983
-7.953864574;-8.108098030;14.980487823;179;178;210;0.276641;0.902542
-0.747723460;-4.991895676;18.382219315;77;86;119;0.586844;0.872881
-7.752611637;-9.233650208;15.707334518;64;62;99;0.195615;0.911017
-15.552408218;0.967209220;8.757321358;123;131;142;0.479156;0.927966
1.413307190;-5.262748241;16.864515305;106;96;121;0.479156;0.932203
-2.654420853;4.991226673;16.746461868;208;206;228;0.276641;0.872881
-6.829488277;0.297750950;15.481890678;227;230;247;0.276641;0.822034
-9.126815796;1.403308034;20.498991013;125;142;170;0.276641;0.788136
-13.315150261;2.698504925;10.399994850;108;121;153;0.195615;0.834746
-6.844100952;-1.855241299;9.378924370;34;38;41;0.195615;0.847458
-17.902095795;1.311541915;10.295136452;81;89;125;0.276641;0.936441
-6.704791546;-0.137147307;12.648264885;53;58;61;0.391230;0.847458
-12.786806107;4.178678513;13.529740334;74;75;119;0.195615;0.783898
-11.982140541;-1.010702133;13.746630669;68;52;52;0.195615;0.817797
-10.041013718;4.770093918;17.674131393;84;73;81;0.338815;0.889831
-8.058815002;1.724576592;20.742532730;114;121;175;0.437408;0.830508
-6.230642796;0.870967388;14.559853554;35;41;55;0.391230;0.796610
-12.744430542;-7.333431721;17.583953857;51;64;96;1.189878;0.940678
-15.778600693;-0.471889734;15.519907951;187;197;233;0.391230;0.864407
-11.932299614;3.835390091;15.142971992;91;103;163;0.586844;0.796610
-7.633706093;-3.215557098;16.538904190;151;153;178;0.553282;0.838983
-1.058718443;4.963472843;16.471387863;167;173;187;0.338815;0.881356
-12.187220573;-7.752982616;21.123018265;96;88;129;0.917515;0.902542
-18.439025879;1.531293273;20.195806503;175;175;209;0.479156;0.889831
-11.469877243;-8.929689407;14.298880577;61;67;67;0.276641;0.817797
-3.307204723;-7.421369553;14.886665344;170;180;205;0.195615;0.902542
-8.374819756;2.079240084;20.480100632;121;133;173;0.195615;0.796610
-8.329252243;-0.309106827;9.707891464;96;103;121;0.195615;0.813559
-12.125320435;-7.485435009;16.380554199;143;161;181;0.391230;0.872881
-9.949409485;-1.886257529;19.509473801;25;33;72;0.648781;0.872881
-11.988849640;-2.450341225;15.990537643;148;146;159;0.195615;0.851695
-14.158678055;2.911133766;13.592617035;51;52;54;0.437408;0.906780
-12.219812393;-1.463033676;13.770401001;138;144;176;0.195615;0.826271
-6.555080414;-1.927334666;10.086453438;173;173;197;0.195615;0.838983
-11.061705589;4.608115196;18.220180511;106;103;124;0.338815;0.906780
-5.318438530;0.711247087;9.265607834;110;118;121;0.391230;0.889831
-7.140052795;-9.234971046;15.219799042;146;125;158;0.586844;0.902542
-2.522553682;-7.147032738;19.542842865;157;173;189;0.618588;0.902542
-9.349159241;1.006606340;20.517353058;136;147;169;0.195615;0.805085
-3.621747971;1.456937551;16.651817322;128;123;145;0.195615;0.902542
-8.272151947;-3.560192585;10.596136093;105;125;175;0.195615;0.800847
-7.535781384;0.329064608;13.490458488;154;162;198;0.437408;0.809322
-13.416824341;-8.816918373;16.852216721;66;74;87;0.391230;0.847458
-4.975765228;3.156170368;16.404582977;182;193;215;0.437408;0.864407
-19.498943329;2.376123905;19.401418686;118;124;158;0.276641;0.932203
-1.740198135;4.485967636;17.199092865;94;104;106;0.479156;0.898305
-6.938154697;-5.568647385;12.157729149;214;217;234;0.437408;0.877119
-1.872092962;2.246078968;17.060256958;143;139;164;0.195615;0.860169
-0.417074203;-5.796099186;16.300426483;94;98;123;0.391230;0.881356
-7.999543667;-4.645658970;11.220783234;42;49;67;0.195615;0.813559
-8.387117386;-4.303457737;10.655037880;7;12;52;0.195615;0.830508
-8.545326233;-8.126254082;14.231184006;133;143;153;0.437408;0.847458
-7.863257885;-5.644477844;11.447990417;111;122;114;0.195615;0.813559
-13.242719650;1.737633228;13.065508842;157;159;172;0.338815;0.860169
-16.704973221;2.160007000;19.386442184;103;91;113;0.437408;0.923729
-4.671546936;-0.480942249;15.397979736;160;167;177;0.276641;0.762712
-13.575909615;-9.476823807;17.523756027;165;169;194;0.391230;0.843220
-1.680748940;-5.995147228;19.191490173;82;71;79;0.437408;0.830508
-18.453433990;-0.592316151;18.975606918;73;73;99;0.391230;0.881356
-9.323799133;-2.381285191;9.355426788;3;3;3;0.195615;0.783898
-10.404550552;3.901368618;18.219478607;64;63;59;0.276641;0.919492
-7.865709305;-9.402708054;15.646997452;156;154;176;0.437408;0.915254
-9.202866554;-2.953640461;11.097665787;59;59;109;0.731924;0.881356
-1.981166840;-3.034847021;17.718931198;150;156;190;0.195615;0.881356
-17.727333069;0.599916935;18.585519791;143;160;180;0.806540;0.906780
-8.571545601;2.419515848;19.738897324;95;92;111;0.338815;0.788136
-5.501290321;2.842171431;11.761582375;130;126;141;0.195615;0.855932
-3.028085709;-5.960163116;17.208372116;109;131;180;0.479156;0.855932
-18.164287567;0.846227884;18.356519699;59;53;63;0.437408;0.919492
-9.058863640;-3.536281586;10.771845818;47;43;42;0.479156;0.762712
-7.225084305;-6.609984398;12.961181641;143;150;158;0.195615;0.813559
-11.926641464;2.322887897;9.561433792;82;75;49;0.195615;0.872881
-12.630242348;-1.385873795;12.898615837;84;59;78;0.338815;0.822034
-12.024442673;-2.118063927;15.331614494;203;186;202;0.195615;0.847458
-8.751832962;-0.876031756;10.643565178;70;85;144;0.276641;0.889831
-1.517123699;-1.131851554;14.929810524;130;123;139;0.276641;0.915254
0.110716850;-5.785388470;16.078464508;73;69;96;0.195615;0.855932
-2.235214710;-9.010324478;18.126243591;166;172;198;0.806540;0.923729
-12.312413216;-4.925138950;20.976736069;109;122;141;0.677629;0.915254
-9.739011765;4.820015907;20.226421356;147;160;205;0.806540;0.966102
-4.434696198;3.736281633;16.041074753;245;242;237;0.705299;0.860169
-13.834777832;-2.189507246;12.387511253;74;56;56;0.618588;0.868644
-13.340952873;-2.540814400;14.225391388;239;240;242;0.731924;0.855932
-5.321698189;2.532769918;10.683745384;160;180;230;0.276641;0.864407
-14.675088882;1.241133690;13.182012558;142;155;208;0.479156;0.889831
-9.110232353;-0.912318826;9.959081650;115;114;128;0.195615;0.822034
-2.588205814;-7.638089657;12.335479736;106;113;139;0.195615;0.860169
-5.108787537;1.230347395;16.841808319;156;159;174;0.618588;0.944915
-3.878809452;0.099762440;10.105422020;83;94;98;0.195615;0.843220
-9.453475952;-1.599437714;6.666658401;161;182;211;0.391230;0.881356
-9.656332016;-7.803128242;14.276254654;89;87;109;0.586844;0.860169
-16.051593781;0.784026146;9.126112938;140;136;173;0.276641;0.877119
-6.007875919;0.510304928;12.697089195;114;105;108;0.276641;0.872881
-1.909873009;-8.098357201;13.649066925;116;118;141;0.195615;0.872881
-17.958982468;1.215790033;16.959529877;148;134;169;0.195615;0.932203
-5.572680950;-4.216612816;15.053429604;146;148;173;0.276641;0.851695
-12.489854813;3.172698975;15.638368607;92;101;134;0.195615;0.889831
-4.163340092;-0.235425472;15.356097221;203;210;228;0.195615;0.834746
-7.663380146;0.965818882;21.581855774;105;105;129;0.586844;0.987288
-14.339484215;1.606690168;17.263328552;103;101;122;0.479156;0.809322
-16.468982697;1.908249617;20.119085312;183;182;214;0.437408;0.953390
-11.578026772;-7.782768726;14.689721107;193;204;226;0.276641;0.838983
