//X;Y;Z;R;G;B;Scalar field;Illuminance (PCV)
-1.993496180;-7.410612106;19.452196121;138;142;169;0.553282;0.932203
-19.896530151;-0.748417854;12.462267876;125;136;182;0.338815;0.919492
-12.682050705;-1.712011456;12.196446419;67;71;98;0.479156;0.809322
-9.571237564;-0.734812617;14.123492241;66;69;76;0.391230;0.834746
-10.456352234;-3.191766739;9.983222961;244;247;252;0.479156;0.855932
-1.578054428;4.903575897;16.960063934;159;133;172;0.276641;0.838983
-6.613429546;0.825754285;14.901097298;71;68;63;0.586844;0.864407
-2.754909992;2.536549807;16.684228897;64;61;70;0.479156;0.796610
-12.434086800;-5.604703903;21.150785446;169;170;190;0.648781;0.927966
-2.775391579;-5.700599194;16.901515961;83;91;114;0.276641;0.860169
-7.477490425;1.145961761;20.923032761;48;44;61;0.195615;0.830508
-6.223842621;0.339464188;16.029926300;168;185;228;0.618588;0.877119
-3.401834488;-6.061271667;14.787711143;126;144;164;0.338815;0.817797
-19.495410919;0.621823311;11.883504868;37;37;39;0.276641;0.868644
-3.088584185;-8.572330475;13.829848289;124;136;152;0.479156;0.898305
-10.767635345;-7.290274143;16.413484573;109;111;134;0.958313;0.932203
-6.026719093;0.453454018;19.876932144;101;110;117;0.276641;0.872881
-14.761501312;1.519172192;12.822083473;48;55;65;0.276641;0.817797
-12.484126091;-1.200932741;15.739445686;144;135;162;1.140620;0.927966
-3.870057106;-6.897148132;12.800139427;194;195;215;0.276641;0.864407
-6.316009521;-0.738735676;20.068721771;73;73;85;0.195615;0.889831
-13.204046249;0.727057815;12.621017456;147;157;193;0.479156;0.872881
-11.928293228;1.020042419;18.043107986;252;242;251;0.648781;0.932203
-11.839369774;5.382324219;15.384103775;59;70;98;0.195615;0.826271
-5.027770042;-0.144986153;19.951177597;252;243;246;0.896420;0.923729
-9.696800232;-1.031894088;21.064495087;82;82;74;1.205850;0.970339
-12.624340057;3.279816151;15.203858376;103;117;144;0.195615;0.830508
-7.389667511;-4.002551079;11.889506340;180;188;224;0.195615;0.817797
-7.607364178;0.389252186;16.248771667;102;112;137;0.276641;0.872881
-15.852557182;-1.317466259;9.271739006;247;227;239;0.276641;0.885593
-13.899409294;3.025160313;17.760829926;120;132;174;0.437408;0.911017
-18.993040085;1.703446031;20.239643097;223;232;249;0.997444;0.919492
-13.309193611;-5.258117676;20.355455399;119;112;145;0.276641;0.855932
-13.934394836;-10.457509995;17.313043594;131;139;185;0.195615;0.843220
-3.298035145;-3.943063974;16.922128677;64;64;64;0.437408;0.868644
-19.060314178;-0.059597969;18.845949173;78;73;93;0.479156;0.911017
-7.026576996;-5.369744778;11.418322563;223;230;238;0.195615;0.800847
-4.152928829;2.227635860;11.044806480;82;90;101;0.276641;0.889831
-4.609897614;1.117234707;16.597265244;137;150;166;0.391230;0.911017
-9.054312706;-7.928475380;12.377305031;49;53;54;0.618588;0.902542
-11.540489197;-7.669723511;14.446046829;44;38;50;0.276641;0.838983
-12.022277832;0.942658424;9.297056198;142;149;178;0.195615;0.843220
-1.781110287;-5.954301834;19.206663132;140;154;183;0.479156;0.851695
-19.541780472;0.283425093;11.832590103;40;42;41;0.195615;0.838983
-7.661903381;1.054978132;14.727848053;218;214;229;0.195615;0.771186
-12.092937469;4.754836082;15.337865829;140;143;150;0.276641;0.851695
-6.558993816;-0.233365417;15.364809036;103;108;114;0.195615;0.843220
-10.442335129;-7.874068260;14.378666878;65;65;65;0.195615;0.838983
-18.899053574;2.560359001;19.019479752;103;82;79;0.195615;0.902542
-12.524233818;-9.477626801;16.088304520;64;68;93;0.586844;0.927966
-6.726075649;1.579288960;20.617061615;172;173;191;0.586844;0.885593
-6.868489742;1.141683340;14.309612274;53;71;93;0.195615;0.796610
-17.336389542;2.053882837;9.554808617;156;159;178;0.195615;0.860169
-12.649370193;-7.057257652;15.979653358;61;62;57;0.195615;0.843220
-9.088371277;4.402747631;18.353063583;130;140;175;0.586844;0.927966
-14.209969521;1.768278122;10.103052139;82;77;100;0.276641;0.830508
-7.157412052;-2.330673456;10.503556252;66;65;83;0.195615;0.775424
-2.934350014;-7.012611389;12.267654419;106;110;137;0.195615;0.834746
-12.122247696;-1.833768845;12.664385796;95;93;81;0.586844;0.881356
-11.841109276;-1.629549026;15.920141220;239;228;245;0.829923;0.915254
-6.069323540;3.126614809;15.917736053;110;106;131;0.195615;0.792373
-3.531025410;-3.755410910;16.678287506;155;169;198;0.276641;0.872881
-12.612907410;1.293047428;17.716548920;76;75;106;0.276641;0.872881
-6.303331375;-4.460918427;15.510700226;184;192;211;0.553282;0.813559
-4.768686771;-1.292272091;15.410575867;154;154;192;0.195615;0.855932
-5.962371826;-0.434263110;20.866640091;97;102;121;0.586844;0.898305
-1.088310957;-4.877887249;18.178239822;93;94;125;0.479156;0.847458
-12.417406082;-6.672848701;21.052536011;100;111;115;0.479156;0.915254
-9.850237846;4.763529301;17.862613678;116;121;141;0.276641;0.868644
-12.161896706;-3.974666119;18.249078751;149;149;123;0.829923;0.944915
-13.184268951;3.996606350;13.868610382;42;47;79;0.276641;0.822034
-15.543306351;-0.361678123;14.756070137;105;115;140;0.391230;0.843220
-3.933554649;-5.831018448;15.031974792;17;22;42;0.618588;0.847458
-1.422288895;3.293158770;17.489717484;198;209;227;0.479156;0.906780
-2.490851879;-1.951133609;16.412502289;114;112;136;0.195615;0.830508
-13.502927780;-6.414888859;21.222412109;71;89;91;0.338815;0.919492
-5.126389503;-4.865319252;16.159049988;161;162;183;0.195615;0.872881
-13.893774033;-5.498497009;20.800718307;77;68;85;0.195615;0.822034
-10.501340866;-5.695040226;13.253211975;168;154;187;0.479156;0.885593
-4.640219212;4.248800755;11.693363190;116;110;146;0.276641;0.911017
-6.174712181;1.234914780;13.524055481;111;129;167;0.195615;0.830508
-8.415540695;0.262826204;21.008598328;138;148;175;0.276641;0.813559
-12.139064789;-0.133045793;13.717478752;106;126;153;0.276641;0.796610
-4.515514851;-6.409293175;12.741898537;144;135;164;0.276641;0.860169
-7.962061882;0.833456755;14.797527313;77;63;78;0.437408;0.834746
-2.326949358;-7.495530128;19.154565811;180;186;212;0.391230;0.872881
-5.085190296;-0.193066955;15.669296265;76;78;101;0.391230;0.805085
-6.812721252;1.857878447;15.221854210;126;107;135;0.195615;0.830508
-9.008315086;4.705952168;18.945301056;72;66;76;0.195615;0.923729
-16.606901169;-1.773871303;14.542471886;108;129;186;0.338815;0.847458
0.095545769;-5.779889107;15.884607315;79;64;97;0.195615;0.851695
-13.999885559;0.864578485;17.331857681;167;174;200;0.705299;0.923729
-19.182037354;0.378388643;20.120281219;152;159;187;1.527800;0.944915
-10.817906380;-5.761868000;11.870273590;164;161;192;0.276641;0.843220
-8.748345375;-1.015994430;14.224433899;81;88;130;0.586844;0.889831
-11.331600189;4.739067078;17.163909912;187;189;214;0.479156;0.868644
-7.574359417;-0.888203144;10.870828629;179;186;214;0.553282;0.872881
-12.114018440;-2.946136475;16.095336914;125;124;158;0.437408;0.855932
-3.527750015;2.996308804;16.478225708;82;77;131;0.479156;0.830508
-12.698417664;1.453669786;17.730165482;241;230;244;0.338815;0.881356
-12.671100616;1.536443472;12.240791321;44;46;33;0.276641;0.855932
-10.278348923;-8.326937675;10.438064575;193;200;228;0.276641;0.894068
-14.716199875;2.012895107;17.570589066;127;134;176;0.276641;0.881356
-6.069364548;2.939008474;16.192455292;135;154;197;0.338815;0.843220
-7.424360752;2.213191748;21.365213394;79;81;68;1.123721;0.983051
-5.327247620;0.827479362;16.046932220;221;226;248;0.586844;0.843220
-17.158981323;2.045768261;19.374349594;110;112;137;0.195615;0.919492
-13.626453400;-7.514146805;16.471868515;87;99;121;0.437408;0.877119
-13.858798027;-7.408339977;16.479164124;58;80;140;0.276641;0.889831
-13.427051544;-9.950905800;15.225035667;138;144;170;0.276641;0.864407
-16.746795654;-0.876529217;11.247101784;157;165;202;0.276641;0.877119
-11.722484589;-8.145156860;15.735898972;68;69;73;0.731924;0.894068
-2.477461815;4.384679317;17.526449203;151;157;179;0.782459;0.966102
-11.434112549;-7.962147713;17.924625397;115;106;137;0.896420;0.953390
-11.688436508;-6.360781193;14.832674026;93;98;120;0.276641;0.889831
-1.694192171;-8.650341988;13.855124474;115;114;145;0.195615;0.940678
-17.674755096;0.557094336;17.933212280;121;122;143;0.437408;0.919492
-10.813432693;-7.190076828;13.334920883;143;126;160;0.195615;0.864407
-17.864000320;1.293030739;20.697290421;80;70;68;0.437408;0.902542
-2.822277069;-3.809194088;18.293928146;147;158;204;0.852665;0.944915
-3.162579536;-6.739755154;19.061958313;79;65;98;0.479156;0.838983
-14.153454781;1.706893682;10.039783478;101;93;46;0.276641;0.826271
-12.363408089;1.397517800;17.575761795;90;79;61;0.195615;0.889831
-9.286764145;-9.193347931;13.352569580;113;131;167;0.437408;0.872881
-5.092631340;4.310190201;10.969999313;208;184;210;0.276641;0.881356
-13.091466904;-8.610012054;15.309163094;151;147;164;0.437408;0.881356
-7.567279339;-6.018567085;11.640843391;93;81;81;0.338815;0.826271
-1.551453829;-5.419621468;15.604615211;89;94;116;0.195615;0.868644
-7.791908264;1.027523756;15.789278030;102;122;159;0.276641;0.881356
-6.860699177;-2.586920977;11.150497437;113;112;143;0.195615;0.826271
-9.881243706;-1.479249835;13.154616356;141;138;129;0.195615;0.851695
-9.213539124;-3.182390451;5.331021786;99;84;91;0.195615;0.949153
-19.473836899;1.606557131;19.838443756;35;37;49;0.586844;0.915254
-9.925045013;6.200768471;16.039741516;40;33;23;0.276641;0.800847
-9.039831161;-9.190016747;13.707028389;97;106;147;0.391230;0.889831
-2.112775803;3.514376879;16.905296326;185;161;187;0.195615;0.838983
-11.580349922;-7.908546925;14.344288826;158;154;181;0.195615;0.817797
-7.097781658;-1.838901520;21.374191284;168;172;209;1.053418;0.894068
-1.172270536;-2.629391670;17.500564575;36;39;54;0.195615;0.855932
-10.462596893;-6.748328686;13.528298378;249;250;254;0.195615;0.783898
-8.181093216;-3.983716965;20.521047592;233;239;255;0.978074;0.978814
-9.161312103;-6.917262077;19.056348801;215;213;234;0.874816;0.911017
-13.744522095;4.248256207;17.414314270;97;106;147;0.391230;0.923729
-12.431817055;-4.771902561;20.729862213;99;98;103;0.648781;0.864407
-5.661556244;-5.472954273;12.282026291;49;48;54;0.195615;0.805085
-8.487075806;-0.567557216;9.611217499;35;42;61;0.195615;0.805085
-10.041475296;-6.971362114;11.266520500;153;162;191;0.195615;0.851695
-9.637407303;1.782455444;20.273582458;141;167;202;0.437408;0.851695
-1.724602699;-8.283332825;18.961561203;144;153;184;0.705299;0.872881
-13.033895493;-8.493754387;17.462221146;156;148;169;0.391230;0.881356
-13.432968140;-2.075799465;12.696442604;71;94;112;1.053418;0.885593
-17.088289261;0.563313484;9.959716797;113;114;144;0.276641;0.915254
-9.508447647;-2.028026104;6.436181068;161;150;192;0.276641;0.864407
-9.078473091;2.312449932;20.107749939;133;153;188;0.276641;0.775424
-7.550439835;2.687384605;13.981184959;142;141;147;0.586844;0.851695
-14.486637115;1.873811007;10.726610184;93;99;131;0.648781;0.894068
-9.458808899;0.742469549;20.700754166;130;132;147;0.195615;0.779661
-0.483286858;3.986025810;17.149888992;180;174;184;0.276641;0.919492
-10.380742073;-4.444629192;20.344493866;112;106;90;1.053418;0.953390
-2.287344933;-4.004971504;18.076736450;123;127;126;0.276641;0.868644
-15.494260788;-2.566494942;16.931568146;68;69;100;0.276641;0.843220
-8.350852966;-0.181858659;9.673958778;119;131;173;0.195615;0.817797
-3.551420927;-6.301288605;19.575260162;139;145;167;1.140620;0.978814
-2.464542389;-2.133558035;16.689424515;92;89;110;0.195615;0.894068
-7.705221176;-3.911665678;16.529434204;99;97;118;0.391230;0.885593
-2.013065338;0.076650620;15.275262833;148;137;153;0.479156;0.864407
-15.252464294;-0.315938950;15.968223572;162;173;191;0.276641;0.822034
-16.319450378;-0.612228632;9.526836395;83;77;77;0.276641;0.902542
-5.792539597;0.510898232;14.141631126;99;103;132;0.338815;0.822034
-9.840911865;-6.825005531;19.577444077;193;189;214;0.997444;0.944915
-7.474831581;1.993038416;14.202375412;100;106;130;0.276641;0.737288
-11.110412598;-4.592680454;18.250947952;94;112;160;0.391230;0.902542
-13.527168274;-4.952304840;21.016714096;73;71;85;0.648781;0.877119
-16.594844818;-1.324767590;9.781921387;113;93;92;0.195615;0.911017
-14.364297867;1.019994736;12.899481773;144;168;216;0.586844;0.860169
-3.126225471;0.180535793;15.422794342;106;104;143;0.437408;0.847458
-2.355234623;-5.083076000;18.399675369;156;161;183;0.276641;0.826271
-15.315866470;2.927850723;16.861080170;111;113;138;0.338815;0.894068
-13.856137276;3.276931286;17.263322830;98;95;112;0.276641;0.855932
-6.188420773;1.091354728;15.132673264;63;60;117;0.437408;0.783898
-10.433394432;-4.790784359;19.592302322;191;193;216;0.618588;0.885593
-8.584900856;-3.351032257;10.867131233;164;164;200;0.479156;0.860169
-18.389028549;1.593352079;20.506917953;216;220;245;0.677629;0.940678
-8.388895035;-3.504873991;17.493366241;193;197;209;1.053418;0.936441
-11.549355507;-4.606993675;15.284627914;182;170;190;0.338815;0.894068
-12.878367424;-9.344005585;15.541776657;49;47;61;0.195615;0.894068
-17.441684723;-1.257548809;11.686654091;69;72;89;0.276641;0.932203
-8.759913445;-0.844797015;10.453496933;85;100;159;0.195615;0.877119
-5.714472771;2.134172440;15.375188828;91;104;138;0.195615;0.838983
-13.697713852;3.197734594;17.804853439;110;114;161;0.479156;0.919492
-8.358999252;0.610671639;21.334474564;151;173;230;0.479156;0.915254
-4.972040176;3.783019066;11.806830406;153;175;214;0.195615;0.889831
-7.655861855;-1.888009071;10.078709602;50;48;69;0.195615;0.822034
-16.933822632;0.870684624;19.795770645;99;83;84;0.586844;0.898305
-7.257836342;0.341294646;13.480196953;87;93;93;0.391230;0.864407
-13.208427429;-5.112034798;20.911043167;58;54;87;0.731924;0.889831
-5.922632217;4.799654007;12.235906601;156;161;191;1.053418;0.932203
-7.782901287;0.736354828;21.685920715;113;124;169;0.806540;0.991525
-1.646184921;3.169765949;17.280578613;71;72;100;0.437408;0.864407
-13.428403854;-2.495228767;11.466508865;183;180;207;0.276641;0.898305
-13.920358658;-3.849676609;20.411348343;157;151;185;0.806540;0.872881
-12.805892944;-7.716330528;21.165164948;135;140;160;0.586844;0.957627
-5.070624352;2.854435444;16.668699265;180;201;244;0.618588;0.902542
-1.991206646;-4.310406685;15.415072441;130;141;161;0.195615;0.894068
-7.209969997;-2.507851601;10.521047592;21;22;16;0.195615;0.775424
-7.974559784;0.700110316;21.018701553;173;184;206;0.276641;0.855932
-7.711359501;-8.148767471;15.199846268;204;204;232;0.276641;0.885593
-7.403615952;1.696413040;20.253753662;153;172;230;0.391230;0.847458
-18.056476593;1.079552531;19.572948456;111;128;174;0.195615;0.911017
-12.529677391;-4.256864548;21.078277588;124;121;148;0.806540;0.944915
-9.520277023;-1.183230400;14.674983978;153;151;164;0.437408;0.881356
-7.865975857;-0.558210254;21.832988739;52;56;68;0.806540;1.000000
-6.141607285;-5.792751312;15.479784012;161;162;180;0.618588;0.864407
-13.221027374;-6.631394386;21.685804367;188;185;214;1.053418;0.987288
-6.125375271;0.536900520;16.336780548;95;95;105;0.618588;0.894068
-14.077393532;-5.448291302;21.253126144;97;93;118;0.437408;0.970339
1.052038193;-5.959661484;15.920780182;150;147;168;0.195615;0.940678
-17.504707336;-0.868601322;11.686468124;96;91;123;0.276641;0.919492
-5.255197525;-5.594265938;13.294844627;175;178;209;0.553282;0.868644
-4.978799820;-1.473741531;16.017349243;91;80;112;0.618588;0.889831
-4.193366051;-1.180393219;15.331379890;59;60;88;0.195615;0.838983
-18.075651169;-0.452185631;19.147588730;156;157;188;0.618588;0.902542
-2.071217537;-3.530060291;14.186121941;44;31;38;0.195615;0.834746
-13.164016724;-2.514693260;15.967945099;213;211;224;0.896420;0.915254
-8.937952042;6.535344601;17.100248337;92;97;129;0.437408;0.872881
-16.826028824;-0.387884140;13.670948029;104;99;122;0.195615;0.919492
-9.260475159;-0.869628906;14.448953629;244;244;252;0.195615;0.860169
-5.985530853;0.222022057;13.089844704;111;112;130;0.195615;0.851695
-15.394394875;2.450765848;16.568422318;110;99;115;0.276641;0.872881
-18.968757629;1.743766546;19.974609375;159;164;186;0.806540;0.898305
-2.375477791;0.082324028;15.685806274;208;202;214;0.276641;0.906780
-9.547185898;-4.186266899;9.096018791;72;81;60;0.276641;0.855932
-7.994824409;-3.651991844;19.910058975;116;112;135;0.874816;0.936441
-13.379168510;3.060670376;10.469376564;109;100;93;0.195615;0.855932
-8.016334534;1.407799959;14.552599907;110;115;135;0.195615;0.737288
-12.728330612;2.328876495;17.262109756;158;161;170;0.705299;0.847458
-11.910400391;4.676138878;17.382656097;33;38;41;0.586844;0.906780
-9.952987671;5.022856712;16.780206680;39;48;47;0.391230;0.847458
-13.241580963;-7.662168503;16.943725586;200;185;204;0.586844;0.889831
-6.386182785;-3.233031750;12.352945328;38;35;28;0.338815;0.885593
-18.702802658;-1.227403641;12.302920341;123;131;152;0.276641;0.830508
-7.034690857;-1.058265686;9.841312408;153;160;176;0.195615;0.847458
-13.264492989;-6.115115643;16.815109253;88;79;82;0.276641;0.911017
-9.396433830;-2.845234871;11.101675034;106;141;199;0.829923;0.885593
-14.665025711;3.620537996;16.850204468;87;86;126;0.276641;0.872881
-8.419549942;0.482259393;9.031005859;79;95;144;0.195615;0.843220
-0.274075657;-5.281147957;18.519334793;153;157;192;0.479156;0.915254
-4.528701782;-7.080789566;10.977608681;103;98;105;0.195615;0.885593
-14.682201385;-9.211972237;18.073574066;122;121;137;0.618588;0.983051
-7.701305866;5.600261211;17.389238358;85;83;105;0.437408;0.906780
-5.997860909;-0.616956592;21.149957657;144;155;177;0.917515;0.940678
-17.962263107;0.302151680;20.796131134;173;176;207;1.312224;0.983051
-14.398685455;2.902552366;10.206405640;97;92;112;0.195615;0.838983
-4.012965679;2.636837482;16.527137756;200;202;223;0.276641;0.872881
-10.094155312;-8.929833412;11.972871780;84;77;119;0.195615;0.868644
-15.650355339;0.248685360;8.587499619;127;121;169;0.276641;0.915254
-12.715019226;-2.675657272;12.102458000;100;87;96;0.437408;0.868644
-8.257202148;-4.573473454;20.339023590;148;156;167;0.806540;0.966102
-14.025104523;-5.301660538;21.271015167;144;162;212;0.479156;0.970339
-19.191469193;1.994625092;20.064632416;78;77;117;0.806540;0.936441
-15.034929276;-8.585905075;17.450860977;169;170;200;0.276641;0.932203
-4.403592110;-7.412400723;13.248261452;183;183;207;0.195615;0.868644
-2.114014864;-6.415724754;17.069299698;47;47;47;0.195615;0.881356
-14.470772743;2.332202911;11.859029770;101;117;179;0.338815;0.830508
-8.559756279;0.097091317;21.056472778;99;94;90;0.195615;0.847458
-12.708077431;-3.525211573;20.877567291;186;186;212;0.648781;0.957627
-18.030605316;1.028556824;10.295649529;193;193;219;0.437408;0.932203
-15.119875908;-9.884239197;17.864423752;200;207;235;0.586844;0.932203
-10.006729126;-4.517250061;19.621656418;187;193;217;0.586844;0.872881
-11.908423424;-9.080909729;18.046512604;192;198;224;1.106564;0.949153
-8.158830643;-2.417119026;10.534545898;182;198;221;0.618588;0.838983
-2.022326469;-9.145637512;17.556207657;141;142;160;0.276641;0.881356
-17.148511887;-1.290053368;11.506123543;151;156;186;0.195615;0.860169
-5.029272079;-1.709751606;15.882193565;180;180;190;0.677629;0.872881
-6.397307873;0.636929274;16.377182007;102;109;119;0.437408;0.855932
-11.125732422;5.931750774;16.795475006;111;120;185;0.618588;0.864407
-14.949892044;-8.116446495;17.096515656;75;88;120;0.586844;0.889831
-10.939929962;2.714513779;17.241083145;196;217;236;0.338815;0.881356
-6.474997997;-0.255392075;21.246280670;218;220;245;0.978074;0.978814
-1.236526370;-7.331232548;18.926364899;53;48;78;0.195615;0.775424
-12.561298370;-6.902677059;14.352402687;36;26;16;0.276641;0.826271
-2.586702824;-9.273327827;17.229782104;163;164;194;0.553282;0.868644
-13.201025009;3.214651346;11.659305573;127;136;169;0.338815;0.877119
-10.750731468;-6.732390881;13.721779823;72;75;84;0.195615;0.864407
-2.423233032;-8.678894997;13.772403717;217;204;214;0.437408;0.860169
-15.018579483;-9.516775131;17.269998550;122;115;146;0.195615;0.826271
-11.518607140;-7.397156715;15.916283607;97;109;99;0.896420;0.864407
-14.064570427;0.932760715;12.203819275;139;162;206;0.195615;0.864407
-16.373220444;2.568182230;9.873394966;214;216;228;0.437408;0.894068
-12.831420898;-9.684762955;17.439508438;64;60;77;0.437408;0.898305
-11.617394447;4.741134167;14.996874809;122;108;143;0.195615;0.800847
-1.395984650;-3.955353975;18.311548233;143;143;181;0.586844;0.889831
-18.471996307;1.108633637;18.582406998;123;129;155;0.391230;0.894068
-9.737730980;-5.928013802;13.860323906;163;162;194;0.586844;0.868644
-1.461699486;-0.629370689;15.317708015;183;184;189;0.276641;0.847458
-14.321989059;3.925106764;17.090984344;91;93;118;0.195615;0.860169
-5.341798306;3.276314259;15.484012604;153;151;175;0.276641;0.851695
-13.592510223;1.570341587;13.228792191;42;42;78;0.479156;0.813559
-12.227092743;-0.033976555;13.373687744;81;83;98;0.195615;0.838983
-9.168757439;2.362144470;20.229213715;129;147;183;0.195615;0.851695
-15.932277679;-1.125500917;15.785119057;57;57;69;0.338815;0.911017
-4.496729851;2.458532095;11.446970940;60;55;59;0.276641;0.851695
-3.835814238;1.033650875;16.198930740;154;163;178;0.618588;0.830508
-3.735798120;2.436859608;10.892858505;151;157;183;0.338815;0.872881
-6.078198433;1.657445431;15.405670166;60;66;100;0.437408;0.834746
-12.617245674;-9.690084457;15.260380745;187;175;199;0.195615;0.830508
-7.343970299;1.797362089;15.786251068;44;41;72;0.195615;0.902542
-3.910040379;-6.360449314;17.135629654;132;132;158;0.437408;0.885593
-8.330171585;-4.312882423;20.194843292;152;152;176;0.586844;0.932203
-10.350237846;3.703244209;17.741373062;134;142;153;0.437408;0.911017
-4.293416977;-6.505110264;14.732131004;105;122;168;0.195615;0.847458
-0.901040077;-2.592479706;17.104864120;205;204;222;0.479156;0.864407
-1.526711464;-4.831976891;17.638639450;166;167;195;0.195615;0.894068
-11.493315697;-0.793079019;13.532834053;136;145;174;0.195615;0.809322
-11.632101059;-4.859266281;13.819376945;222;220;231;0.195615;0.894068
-7.120520115;-3.619838238;12.947323799;179;167;191;0.437408;0.877119
-8.520048141;5.457379818;19.155963898;128;120;135;0.553282;0.932203
-16.761495590;-1.639151931;14.641689301;120;142;192;0.195615;0.868644
-12.365745544;-6.830805779;20.840539932;67;69;92;0.437408;0.915254
-1.083720684;4.584981918;17.054475784;180;188;199;0.677629;0.915254
-0.830586910;-2.749061584;17.413730621;104;93;109;0.195615;0.826271
-13.745934486;3.347615004;13.176546097;86;89;78;0.276641;0.822034
-12.429683685;-6.032270432;17.148628235;185;176;205;0.648781;0.970339
-14.941424370;-8.018952370;16.766258240;148;147;178;0.391230;0.902542
-13.768101692;2.487210274;13.633953094;62;64;76;0.391230;0.868644
-15.197090149;-10.267299652;17.492515564;126;132;156;0.338815;0.889831
-7.625252724;-1.805344105;21.132009506;61;62;83;0.896420;0.881356
-11.160343170;4.030592918;17.997812271;161;152;183;0.195615;0.919492
-5.602923393;-4.763721466;17.437860489;176;174;196;0.276641;0.889831
-8.863707542;2.151305199;20.409883499;97;100;133;0.195615;0.800847
-13.496110916;2.245312452;17.781518936;147;140;147;0.618588;0.927966
-5.617396355;0.320752144;20.279375076;249;239;248;0.705299;0.885593
-12.619301796;-6.673260212;13.543936729;48;53;33;0.276641;0.809322
-2.833689690;-7.309227943;19.485288620;161;173;195;0.479156;0.889831
-4.769441605;-5.981451988;18.138574600;185;190;222;0.806540;0.911017
-1.846842289;-3.064059734;17.002410889;109;106;123;0.276641;0.881356
-6.296946526;-0.825405121;21.410453796;134;142;189;0.829923;0.949153
-9.576656342;-7.577574730;13.495406151;211;217;231;0.338815;0.813559
-13.556441307;-6.888067722;20.914909363;104;100;125;0.437408;0.885593
-1.239647150;-2.463205576;17.687843323;135;139;174;0.338815;0.919492
-13.600313187;-8.601065636;16.775712967;73;73;97;0.338815;0.855932
-8.994394302;-1.539193511;9.823886871;119;132;149;0.618588;0.894068
-11.832269669;-8.329555511;14.694252014;81;83;96;0.276641;0.817797
-13.328564644;-7.064383030;17.228689194;129;146;174;0.896420;0.974576
-9.443335533;-7.932635307;12.260948181;180;184;209;0.195615;0.894068
-13.263454437;-7.040164471;21.370037079;178;189;219;0.618588;0.894068
-2.143064737;-8.762825012;13.712862015;202;202;236;0.276641;0.894068
-7.235585213;-4.071766376;13.081002235;142;140;154;0.437408;0.898305
-11.021069527;-8.141214371;12.832574844;177;172;192;0.195615;0.885593
-9.092161179;-7.153442383;19.392879486;249;249;249;1.123721;0.944915
-11.519714355;5.316144943;15.030678749;76;75;109;0.195615;0.796610
-9.358693123;-4.132655144;16.603933334;119;125;141;0.705299;0.877119
-6.166992664;-0.353268147;15.177662849;17;25;27;0.586844;0.851695
-4.081989288;1.277364016;10.899897575;164;174;225;0.195615;0.889831
-7.210734367;1.860496998;20.299535751;106;99;141;0.586844;0.834746
-4.508507729;0.032521248;11.730571747;81;65;76;0.806540;0.885593
-8.438705444;-0.995111108;10.621962547;45;45;45;0.195615;0.872881
-2.109114408;2.296584845;16.666332245;221;228;244;0.479156;0.860169
-2.096706629;4.927845478;16.696874619;92;92;118;0.195615;0.800847
-11.692275047;-1.060250282;13.916731834;131;122;127;0.276641;0.860169
-8.735371590;4.286628723;20.200084686;140;149;178;0.276641;0.915254
-3.840022564;-3.246803522;16.655271530;124;101;127;0.586844;0.898305
-4.985774994;1.258423328;15.962406158;137;152;185;0.195615;0.822034
-7.654849529;-4.895906448;9.747904778;197;207;209;0.195615;0.894068
-8.010835648;0.472138762;15.966171265;102;119;165;0.479156;0.927966
-11.592357635;1.444752216;9.014657021;231;225;203;0.195615;0.881356
-9.983316422;-1.487693191;13.525342941;132;158;209;0.195615;0.877119
-12.581025124;-0.923165798;13.710187912;47;50;69;0.195615;0.796610
-13.901601791;3.366539478;17.685239792;77;74;103;0.553282;0.936441
-12.310146332;-5.008090019;20.611965179;67;72;76;0.553282;0.877119
-6.175754070;1.001728535;14.569299698;104;106;129;0.391230;0.834746
-8.009859085;0.204945087;21.197402954;186;184;198;0.479156;0.940678
-10.664506912;4.398429871;15.192035675;161;165;174;0.195615;0.868644
-8.836294174;6.400905609;17.064147949;141;140;171;0.391230;0.877119
-16.731830597;2.873142719;9.247305870;128;133;153;0.437408;0.851695
-11.595037460;-0.338526249;13.414777756;176;177;208;0.276641;0.838983
-8.596199036;-9.226501465;13.453709602;145;140;163;0.276641;0.872881
-2.183947086;-2.283041477;16.495912552;89;112;84;0.195615;0.864407
-4.600135803;1.353231788;16.539768219;126;121;153;0.276641;0.822034
-12.117944717;-1.530620575;8.994859695;108;96;120;0.195615;0.894068
-12.346322060;-2.731175900;16.098306656;107;129;186;0.437408;0.864407
-14.298315048;2.881982803;12.026539803;183;188;210;0.195615;0.847458
-9.184064865;6.462958813;17.009269714;124;142;180;0.195615;0.822034
-10.591344833;-7.290822029;16.702648163;189;195;221;0.997444;0.957627
-11.356232643;3.885896921;17.348314285;102;91;89;0.195615;0.868644
-13.987371445;2.007002115;17.421075821;209;199;226;0.437408;0.860169
-17.226848602;-0.263615608;14.194184303;52;52;52;0.195615;0.860169
-4.184077740;-4.885416031;18.287651062;56;59;76;0.618588;0.872881
-15.818646431;-0.714684486;15.552883148;62;62;64;0.437408;0.877119
-15.640861511;0.302310467;16.017423630;69;73;84;0.677629;0.906780
-18.223026276;1.052830815;19.396100998;175;178;197;0.276641;0.877119
-7.260689259;-2.472452164;11.004955292;84;89;92;0.437408;0.830508
